Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,target,Track Name,Artist Name(s)
0.934,0.351,200185,0.296,0.0,4,0.095,-10.109,0,0.0333,115.284,4,0.12,0,lovely (with Khalid),"Billie Eilish,Khalid"
0.698,0.735,173201,0.235,0.00604,3,0.107,-13.239,1,0.315,62.446,4,0.462,0,8,Billie Eilish
0.816,0.511,200379,0.363,0.0317,4,0.084,-7.65,0,0.041,144.892,4,0.169,0,ocean eyes,Billie Eilish
0.472,0.692,170852,0.394,0.000191,11,0.117,-8.745,0,0.207,89.936,4,0.324,0,my boy,Billie Eilish
0.252,0.67,194839,0.453,0.33,0,0.117,-11.265,1,0.295,135.055,4,0.68,0,bad guy (with Justin Bieber),"Billie Eilish,Justin Bieber"
0.693,0.64,210375,0.321,0.0307,0,0.114,-14.604,1,0.0931,145.045,4,0.177,0,come out and play,Billie Eilish
0.921,0.778,176471,0.422,0.00924,0,0.0958,-10.114,1,0.0482,120.033,4,0.187,0,bitches broken hearts,Billie Eilish
0.837,0.153,119409,0.138,0.55,6,0.254,-21.877,0,0.0503,74.318,3,0.0503,0,goodbye,Billie Eilish
0.751,0.521,243725,0.125,0.00207,9,0.265,-17.832,1,0.239,111.554,4,0.0528,0,xanny,Billie Eilish
0.952,0.421,291796,0.131,0.00453,0,0.109,-18.435,1,0.0382,137.446,4,0.12,0,i love you,Billie Eilish
0.935,0.319,242652,0.0561,0.00384,0,0.388,-23.023,1,0.045,79.764,3,0.082,0,listen before i go,Billie Eilish
0.353,0.679,194711,0.388,9.25e-05,4,0.341,-10.977,0,0.0932,124.909,4,0.234,0,COPYCAT,Billie Eilish
0.868,0.427,229425,0.123,3.12e-05,9,0.0732,-15.228,0,0.0497,129.565,5,0.0394,0,hostage,Billie Eilish
0.882,0.826,204770,0.188,2.83e-06,0,0.103,-12.181,1,0.0883,130.022,4,0.205,0,party favor,Billie Eilish
0.807,0.576,189613,0.307,0.000355,11,0.0792,-12.732,0,0.0428,67.513,4,0.157,0,Six Feet Under,Billie Eilish
0.213,0.776,179015,0.379,0.00175,9,0.0969,-9.351,0,0.331,82.531,4,0.346,0,&burn (with Vince Staples),"Billie Eilish,Vince Staples"
0.853,0.696,270519,0.332,0.433,6,0.0848,-12.834,1,0.0425,150.13,4,0.0628,0,WHEN I WAS OLDER - Music Inspired By The Film ROMA,Billie Eilish
0.114,0.661,195306,0.419,1.19e-05,4,0.0848,-9.807,0,0.0404,144.98,4,0.145,0,Ocean Eyes - Blackbear Remix,"Billie Eilish,blackbear"
0.2,0.832,220800,0.368,0.0513,4,0.353,-8.627,0,0.133,100.045,4,0.2,0,Bellyache - Marian Hill Remix,"Billie Eilish,Marian Hill"
0.00626,0.879,211304,0.58,0.0433,2,0.0653,-4.797,1,0.0883,92.004,4,0.312,0,MyBoi - TroyBoi Remix,"Billie Eilish,TroyBoi"
0.629,0.594,296266,0.481,0.0126,4,0.0939,-8.525,0,0.0353,144.941,4,0.0671,0,Ocean Eyes - Astronomyy Remix,"Billie Eilish,Astronomyy"
0.0585,0.682,198684,0.955,3.18e-05,4,0.226,-5.02,0,0.0591,124.999,4,0.451,0,COPYCAT - Sofi Tukker Remix,"Billie Eilish,Sofi Tukker"
0.0344,0.425,213600,0.954,0.358,7,0.187,-2.573,1,0.0383,199.843,4,0.572,0,Ocean Eyes - GOLDHOUSE Remix,"Billie Eilish,GOLDHOUSE"
0.66,0.447,200898,0.216,0.011,11,0.139,-12.815,0,0.0508,134.868,4,0.0396,0,Six Feet Under - Jerry Folk Remix,"Billie Eilish,Jerry Folk"
0.0392,0.691,215624,0.823,0.00164,11,0.127,-5.969,0,0.0384,128.014,4,0.108,0,Six Feet Under - BLU J Remix,"Billie Eilish,BLU J"
0.0651,0.67,221718,0.863,1.7e-05,11,0.11,-4.368,0,0.0874,141.955,4,0.292,0,Six Feet Under - Aire Atlantica Remix,"Billie Eilish,Aire Atlantica"
0.118,0.698,208000,0.841,0.0817,11,0.102,-6.269,0,0.0433,150.064,4,0.42,0,Six Feet Under - Gazzo Remix,"Billie Eilish,Gazzo"
0.229,0.797,228386,0.731,0.0,9,0.224,-4.443,0,0.0479,146.93,4,0.623,1,Wanted You (feat. Lil Uzi Vert),"NAV,Lil Uzi Vert"
0.868,0.427,229425,0.123,3.12e-05,9,0.0732,-15.228,0,0.0497,129.565,5,0.0394,1,hostage,Billie Eilish
0.0135,0.794,195873,0.766,0.0,9,0.0785,-3.894,0,0.0377,127.007,4,0.55,1,The Spins,Mac Miller
0.0275,0.58,188583,0.651,0.0,6,0.102,-5.537,0,0.0459,157.888,4,0.562,1,shots in the dark (with Trippie Redd),"iann dior,Trippie Redd"
0.186,0.736,169999,0.67,0.0,10,0.114,-6.702,1,0.311,130.032,4,0.845,1,Armed And Dangerous,Juice WRLD
0.11,0.671,191600,0.314,0.0,5,0.0825,-8.091,0,0.244,110.898,4,0.296,1,Needed Me,Rihanna
0.0211,0.496,336000,0.739,0.00444,6,0.106,-7.193,1,0.0415,132.41,4,0.378,1,Knockin' On Heaven's Door,Guns N' Roses
0.125,0.731,173640,0.626,0.0,11,0.183,-6.919,1,0.0805,82.488,4,0.862,1,AOK,Tai Verdes
0.015,0.692,190453,0.911,7.71e-05,9,0.112,-5.098,0,0.177,138.975,4,0.8,1,See You Again,Miley Cyrus
0.335,0.563,178146,0.664,0.0,9,0.0849,-5.044,1,0.154,166.928,4,0.688,1,good 4 u,Olivia Rodrigo
0.724,0.855,156370,0.423,0.469,5,0.0896,-15.044,0,0.0585,120.02,4,0.572,1,ilomilo,Billie Eilish
0.218,0.457,224638,0.621,0.0,10,0.0944,-5.923,1,0.138,85.359,3,0.634,1,Tommy Lee (feat. Post Malone),"Tyla Yaweh,Post Malone"
0.135,0.594,181144,0.676,0.0,2,0.163,-5.808,1,0.344,143.477,4,0.472,1,GATTI,"JACKBOYS,Pop Smoke,Travis Scott"
0.0306,0.664,210093,0.872,0.0,3,0.228,-3.117,1,0.0396,129.873,4,0.555,1,Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta,Flo Rida,Nicki Minaj"
0.00473,0.731,139460,0.675,0.0,5,0.141,-5.134,0,0.0434,124.939,4,0.298,1,my ex's best friend (with blackbear),"mgk,blackbear"
0.00167,0.762,165000,0.904,0.841,5,0.436,-4.064,1,0.0862,127.962,4,0.518,1,Bring It Back (feat. Max Styler),"Deorro,MAKJ,Max Styler"
0.000921,0.486,199827,0.638,0.0,0,0.078,-6.231,1,0.0323,144.458,4,0.178,1,Silver Lining,Mt. Joy
0.105,0.903,187383,0.529,0.00255,8,0.138,-9.901,1,0.0623,100.977,4,0.353,1,Space Ghost Coast To Coast,Glass Animals
0.854,0.289,328232,0.307,0.275,4,0.255,-16.036,1,0.0452,96.516,4,0.0477,1,Helium,Glass Animals
0.513,0.613,210340,0.857,0.00105,2,0.268,-7.003,1,0.0476,131.962,4,0.32,1,Floors,"Abhi The Nomad,Foster Cazz"
0.377,0.652,272453,0.836,0.0,2,0.138,-7.179,0,0.153,123.946,4,0.162,1,Hell Of A Night,ScHoolboy Q
0.125,0.86,207911,0.719,0.0,11,0.0799,-4.325,0,0.33,160.049,4,0.496,1,Jordan Belfort,"Wes Walker,Dyl"
0.219,0.7,235186,0.554,1.36e-06,1,0.419,-5.909,1,0.187,97.127,4,0.0633,1,Beware,"Big Sean,Lil Wayne,Jhené Aiko"
0.0012,0.895,138541,0.469,4.56e-05,1,0.192,-5.882,1,0.0661,126.917,4,0.076,1,Twerkulator,City Girls
0.0534,0.497,258120,0.433,0.0,6,0.0545,-7.126,0,0.235,78.479,4,0.447,1,Liquor Locker,VIC MENSA
0.113,0.563,222920,0.75,0.0,11,0.0788,-4.496,1,0.127,173.906,4,0.812,1,Rude Boy,Rihanna
0.0076,0.824,169153,0.862,0.000132,2,0.303,-3.424,1,0.126,122.98,4,0.801,1,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton,Nightcrawlers,Mufasa & Hypeman,Dopamine"
0.0383,0.591,141805,0.764,0.0,1,0.103,-5.484,1,0.0483,169.928,4,0.478,1,STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber"
0.015,0.567,210040,0.677,4.43e-05,11,0.134,-3.904,0,0.0348,126.958,4,0.441,1,We Got U,"Lemaitre,The Knocks"
0.0795,0.723,139999,0.892,7.46e-05,7,0.279,-7.172,1,0.11,120.02,4,0.501,1,Hello Stranger,"Abhi The Nomad,Foster Cazz"
0.938,0.29,222820,0.308,0.0294,5,0.106,-11.074,1,0.0442,84.88,1,0.205,1,monsoon,Hippo Campus
0.871,0.332,183333,0.311,0.0,9,0.136,-9.568,1,0.0302,90.242,4,0.442,1,Happy Accidents,Saint Motel
0.0392,0.67,192040,0.843,0.0,1,0.225,-4.311,1,0.0454,117.01,4,0.713,1,Sweet Talk,Saint Motel
0.462,0.697,173630,0.877,0.00943,3,0.083,-4.465,1,0.0462,101.99,4,0.802,1,Left Hand Free,alt-J
0.27,0.886,200205,0.473,2.58e-05,7,0.0864,-7.338,0,0.255,135.065,4,0.438,1,I Do (feat. SZA),"Cardi B,SZA"
0.617,0.703,221746,0.757,0.0,1,0.106,-3.612,1,0.05,82.008,4,0.696,1,The Way Life Goes (feat. Oh Wonder),"Lil Uzi Vert,Oh Wonder"
0.011,0.487,214320,0.876,0.0,0,0.401,-3.152,1,0.0946,164.997,4,0.725,1,Here's to Never Growing Up,Avril Lavigne
0.066,0.595,229666,0.749,4.24e-05,4,0.0798,-5.992,1,0.0541,80.033,4,0.636,1,The Way It Was,Coast Modern
0.135,0.692,181506,0.855,0.0,8,0.185,-4.704,1,0.0344,119.966,4,0.636,1,Getaway,Saint Motel
0.261,0.712,249520,0.563,2.61e-05,7,0.137,-7.435,0,0.0712,140.048,4,0.502,1,Loud(y),Lewis Del Mar
0.00435,0.405,195372,0.967,0.239,10,0.341,-3.975,0,0.0427,169.933,4,0.957,1,Who Are You?,Spring King
0.214,0.893,204716,0.715,0.0116,6,0.0717,-6.284,0,0.125,125.047,4,0.0465,1,F.E.E.L.,Lucky Luke
0.0113,0.407,214733,0.925,0.0025,11,0.192,-4.155,0,0.0747,151.993,4,0.119,1,Frontlines,"Zeds Dead,NGHTMRE,GG Magree"
0.108,0.45,284444,0.756,0.0205,1,0.0762,-6.307,0,0.0389,135.102,4,0.268,1,Collapse (feat. Memorecks),"Zeds Dead,Memorecks"
0.034,0.47,350690,0.706,1.31e-06,0,0.0726,-4.902,0,0.0322,88.519,4,0.327,1,Sad Machine,Porter Robinson
0.00652,0.613,230773,0.661,0.0,9,0.0976,-4.984,1,0.0263,110.978,4,0.509,1,Cold Cold Man,Saint Motel
0.0641,0.595,204811,0.896,5.82e-05,10,0.0748,-2.951,1,0.047,118.001,4,0.567,1,My Type,Saint Motel
0.0586,0.593,233986,0.833,2.48e-06,11,0.0866,-3.197,0,0.0573,80.015,4,0.45,1,Long Way Down,Robert DeLong
0.232,0.76,204466,0.701,0.00295,3,0.07,-6.393,1,0.042,140.023,4,0.81,1,Guru,Coast Modern
0.0351,0.601,249746,0.859,0.331,4,0.144,-6.311,0,0.0397,101.003,4,0.431,1,Purple Yellow Red and Blue,Portugal. The Man
0.127,0.61,176920,0.914,0.258,11,0.34,-4.158,0,0.0397,168.071,4,0.74,1,Gamma Ray,Beck
0.238,0.787,208653,0.655,0.000171,6,0.138,-8.339,0,0.0431,102.485,4,0.65,1,Upside Down,Jack Johnson
0.096,0.615,227080,0.658,0.000911,5,0.205,-7.299,1,0.0343,150.093,4,0.293,1,Breezeblocks,alt-J
0.714,0.682,217320,0.581,0.323,7,0.0802,-10.339,1,0.0295,108.98,4,0.539,1,Something Good,alt-J
0.0986,0.557,239013,0.605,0.0394,2,0.0859,-8.194,1,0.0376,107.951,4,0.121,1,Dissolve Me,alt-J
0.779,0.359,314986,0.48,0.00328,5,0.0784,-10.634,1,0.0349,171.75,4,0.283,1,Taro,alt-J
0.142,0.584,219400,0.594,0.00117,9,0.105,-6.935,1,0.0487,143.935,4,0.36,1,Fitzpleasure,alt-J
0.949,0.619,209270,0.0488,0.000523,2,0.131,-18.962,1,0.061,114.685,4,0.101,1,Pusher,alt-J
0.149,0.581,235106,0.744,1.68e-05,11,0.0969,-6.561,1,0.0538,158.05,4,0.813,1,I Want to Know,KONGOS
0.279,0.532,215011,0.462,0.196,10,0.101,-10.71,1,0.03,80.001,4,0.485,1,Mad Sounds,Arctic Monkeys
0.00204,0.852,261399,0.803,0.0,6,0.121,-6.929,0,0.264,96.2,4,0.752,1,Express Yourself - Remix,N.W.A.
0.00435,0.792,159560,0.688,0.00477,0,0.0972,-4.008,1,0.0386,124.987,4,0.502,1,Intoxicated - Radio Edit,"Martin Solveig,Good Times Ahead"
0.0918,0.689,252306,0.617,2.08e-05,4,0.0816,-5.196,1,0.029,121.062,4,0.682,1,Brazil,Declan McKenna
0.00255,0.495,240798,0.778,0.0487,0,0.402,-5.21,1,0.0292,96.023,4,0.143,1,Quartz,TV On The Radio
0.0178,0.658,274411,0.688,0.000183,7,0.256,-3.709,1,0.0263,123.058,4,0.214,1,Trouble,TV On The Radio
0.195,0.321,227426,0.322,1.21e-06,11,0.107,-10.07,0,0.0481,79.879,4,0.19,1,Friends with Enemies,Atlas Genius
0.459,0.539,204400,0.446,0.0,5,0.133,-7.691,1,0.0263,96.984,4,0.226,1,Levitate,Atlas Genius
0.0054,0.568,191640,0.746,0.0,7,0.162,-5.437,1,0.0462,125.04,4,0.409,1,Stockholm,Atlas Genius
0.00108,0.468,188466,0.829,0.0,9,0.0679,-5.42,0,0.0808,182.984,4,0.35,1,A Perfect End,Atlas Genius
0.00301,0.566,199175,0.83,0.357,11,0.35,-6.344,0,0.0289,129.829,4,0.712,1,Ung og Blank,Hvitmalt gjerde
0.182,0.685,242346,0.645,0.00532,0,0.138,-6.73,1,0.0256,119.936,4,0.461,1,Blue Moon,Beck
0.00073,0.589,314320,0.956,0.051,1,0.139,-3.587,0,0.0406,113.996,4,0.751,1,Dreams,Beck
0.00133,0.624,202360,0.959,0.171,11,0.101,-6.253,0,0.0769,95.794,4,0.69,1,E-Pro,Beck
0.0337,0.654,235000,0.611,0.000178,2,0.405,-10.45,1,0.119,85.387,4,0.786,1,Loser,Beck
0.26,0.611,227360,0.577,0.000807,0,0.467,-8.728,1,0.0297,119.877,4,0.214,1,Lost Cause,Beck
0.595,0.54,189173,0.301,0.000107,7,0.106,-8.902,1,0.0265,108.554,4,0.255,1,Don't Let It Go,Beck
0.808,0.0751,220280,0.337,0.00626,11,0.107,-7.818,1,0.0339,79.093,3,0.0322,1,Wave,Beck
0.205,0.466,372386,0.873,0.00664,1,0.667,-6.884,0,0.22,124.93,4,0.688,1,Deadweight,Beck
0.0495,0.664,200306,0.815,0.000185,7,0.133,-6.958,1,0.0567,81.575,4,0.8,1,Tropicalia,Beck
0.00233,0.633,173906,0.945,0.00562,1,0.0871,-4.529,1,0.0337,114.862,4,0.95,1,Nausea,Beck
0.442,0.55,319786,0.377,0.0955,4,0.126,-9.933,1,0.0254,113.608,4,0.261,1,Morning,Beck
0.717,0.521,142226,0.473,0.0,7,0.0715,-5.353,1,0.0275,97.09,4,0.46,1,We're Going To Be Friends,The White Stripes
0.00576,0.75,231800,0.462,0.545,0,0.307,-7.664,1,0.0779,123.865,4,0.309,1,Seven Nation Army,The White Stripes
0.0825,0.482,157560,0.654,1.15e-05,10,0.27,-8.4,0,0.316,151.269,4,0.655,1,Blue Orchid,The White Stripes
0.00846,0.693,212266,0.539,0.377,7,0.0953,-8.366,1,0.0796,128.414,4,0.535,1,The Hardest Button To Button,The White Stripes
0.29,0.216,266893,0.554,0.0001,9,0.116,-7.606,1,0.0315,166.581,4,0.113,1,Little One,Beck
0.00668,0.362,266365,0.599,0.0129,7,0.101,-8.333,0,0.0297,110.779,4,0.409,1,Head Above The Water,Palace
0.00341,0.427,220987,0.903,0.744,11,0.112,-4.935,0,0.0378,138.545,4,0.166,1,Roses,Deon Custom
0.109,0.718,226533,0.703,0.822,7,0.208,-7.162,0,0.0382,87.975,4,0.858,1,Loud Pipes,Ratatat
0.348,0.457,269693,0.455,0.00122,0,0.142,-8.112,1,0.188,100.049,4,0.163,1,Coffee,Sylvan Esso
0.00131,0.528,266053,0.86,0.25,11,0.251,-8.033,0,0.0397,123.12,4,0.49,1,Wide Eyes,Local Natives
0.0417,0.679,158133,0.77,0.0527,5,0.124,-7.673,1,0.111,184.047,4,0.843,1,Swing Tree,Discovery
0.534,0.588,237933,0.529,0.0683,2,0.126,-7.838,1,0.0242,95.971,4,0.591,1,Airplanes,Local Natives
0.0356,0.483,229893,0.804,1.6e-06,8,0.0736,-3.452,1,0.0501,73.048,4,0.811,1,Rill Rill,Sleigh Bells
0.245,0.87,198440,0.699,6.76e-06,5,0.0588,-5.541,0,0.0459,126.967,4,0.726,1,Walking On A Dream,Empire Of The Sun
0.392,0.47,225973,0.623,0.000439,0,0.0992,-5.655,1,0.0302,77.861,4,0.298,1,Trouble,Cage The Elephant
0.266,0.214,282633,0.923,0.028,1,0.138,-7.226,1,0.0537,199.735,3,0.59,1,Fools,The Dodos
0.179,0.699,206560,0.821,0.0,5,0.179,-4.682,1,0.0482,105.023,4,0.725,1,Zlatan,Sanjin & Youthman
0.0179,0.638,189466,0.817,0.0,10,0.338,-5.021,0,0.0636,101.028,4,0.716,1,Move,Saint Motel
0.021,0.495,192631,0.831,4.79e-05,5,0.495,-5.812,0,0.0319,128.064,5,0.414,1,Now That I've Found You (feat. John & Michel),"Martin Garrix,John & Michel"
0.00916,0.704,196813,0.898,1.21e-06,2,0.342,-3.455,1,0.0448,100.004,4,0.169,1,Sto bene così,Rocco Hunt
0.0498,0.55,224486,0.689,0.0,3,0.207,-7.76,0,0.094,99.904,4,0.408,1,Raging (feat. Kodaline),"Kygo,Kodaline"
0.0117,0.779,223227,0.681,4.63e-06,7,0.0687,-4.837,1,0.212,102.018,4,0.779,1,I Trusted U,Balkan Beat Box
0.399,0.611,241173,0.556,0.000228,1,0.122,-7.31,1,0.056,125.979,4,0.23,1,Porcelain,Skott
0.394,0.837,261973,0.829,0.0496,11,0.112,-8.738,1,0.0495,118.002,4,0.927,1,Flashed Junk Mind,Milky Chance
0.736,0.487,289306,0.369,3.75e-05,11,0.0925,-13.424,0,0.0406,183.114,4,0.106,1,Gooey,Glass Animals
0.129,0.648,230693,0.718,0.00156,9,0.112,-7.765,0,0.0298,96.017,4,0.785,1,Youth,Glass Animals
0.00315,0.345,233866,0.858,0.000567,8,0.439,-5.249,0,0.109,167.406,4,0.275,1,Psycho Lovers,Local Natives
0.00208,0.597,214266,0.924,7.84e-05,9,0.15,-4.076,1,0.0432,121.034,4,0.881,1,Animals,Coast Modern
0.0143,0.57,177533,0.836,0.139,8,0.0684,-5.464,1,0.0392,76.539,4,0.726,1,You Can Be You,Saint Motel
0.0406,0.78,163250,0.798,6.31e-05,1,0.0733,-5.151,0,0.0613,78.969,4,0.771,1,Feel It Still,Portugal. The Man
0.021,0.542,245456,0.906,0.00043,9,0.377,-4.213,1,0.0491,120.014,4,0.515,1,Way It Goes,Hippo Campus
0.584,0.46,226173,0.793,0.093,0,0.151,-6.665,1,0.0434,87.008,4,0.521,1,Ace in the Hole,Saint Motel
0.349,0.689,320654,0.338,5.7e-05,11,0.0649,-7.634,0,0.0629,128.012,4,0.568,1,The Other Side Of Paradise,Glass Animals
0.142,0.495,206026,0.745,0.000441,11,0.194,-5.475,0,0.035,143.398,4,0.589,1,In Cold Blood,alt-J
0.0355,0.673,201600,0.676,0.0,1,0.107,-5.002,1,0.0308,134.944,4,0.57,1,Whatever It Takes,Imagine Dragons
0.0417,0.772,203782,0.775,0.0,10,0.226,-4.388,0,0.112,124.978,4,0.748,1,Believer,Imagine Dragons
0.00593,0.608,187761,0.841,0.0573,0,0.121,-3.798,1,0.0464,167.969,4,0.274,1,Thunder,Imagine Dragons
0.916,0.481,143966,0.164,0.145,2,0.16,-17.201,1,0.0391,130.229,4,0.405,1,"Dancing in the Moonlight (It's Caught Me in Its Spotlight) - Live from Spotify Studios, New York City, NY",alt-J
0.81,0.713,247933,0.319,5.71e-06,0,0.142,-11.099,1,0.028,94.043,4,0.472,1,Dead Sea,The Lumineers
0.0492,0.755,266600,0.553,0.00607,6,0.0646,-9.449,0,0.107,119.7,4,0.836,1,If I Ever Feel Better,Phoenix
0.0998,0.743,255160,0.659,0.00028,10,0.0622,-6.755,1,0.0343,114.033,4,0.804,1,Cocoon,Milky Chance
0.00257,0.515,209557,0.869,2.01e-06,11,0.21,-4.732,1,0.0672,93.24,4,0.452,1,Greek Tragedy,The Wombats
0.0595,0.717,223946,0.858,0.158,0,0.0957,-4.514,1,0.0256,111.472,4,0.464,1,Midnight Movies,Saint Motel
0.000402,0.256,210453,0.898,0.00372,4,0.1,-5.528,1,0.115,98.097,4,0.293,1,Going Down,Coast Modern
0.601,0.532,214666,0.587,0.00588,8,0.961,-8.732,0,0.0634,79.03,4,0.371,1,Wild Things,Coast Modern
0.012,0.684,178520,0.844,0.000209,2,0.118,-3.614,1,0.032,124.988,4,0.771,1,Now I'm Cool,Coast Modern
0.0197,0.811,260160,0.51,0.072,9,0.054,-6.474,0,0.0424,125.035,4,0.641,1,Dizzy,Dimmi
0.271,0.64,223186,0.635,0.0,8,0.319,-7.565,0,0.226,100.034,4,0.475,1,Stole the Show,"Kygo,Parson James"
0.00163,0.662,181672,0.858,0.0,2,0.0456,-4.844,1,0.0428,133.993,4,0.295,1,Without You (feat. Sandro Cavazza),"Avicii,Sandro Cavazza"
0.31,0.579,230613,0.736,0.0,6,0.198,-3.863,0,0.0527,127.999,4,0.613,1,Waiting For Love,Avicii
0.134,0.655,181812,0.666,2.12e-05,5,0.0683,-5.309,1,0.0612,102.977,4,0.272,1,Lonely Together (feat. Rita Ora),"Avicii,Rita Ora"
0.0166,0.527,176658,0.835,0.0,6,0.249,-5.298,1,0.0433,125.983,4,0.654,1,The Nights,Avicii
0.000647,0.577,204280,0.922,0.0,8,0.0984,-3.339,0,0.0445,142.037,4,0.679,1,Borderline,Tove Styrke
0.133,0.627,194053,0.633,7.07e-05,10,0.216,-7.41,0,0.0305,85.999,4,0.763,1,Modern Jesus,Portugal. The Man
