Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,target,Track Name,Artist Name(s)
0.0507,0.63,227253,0.736,0.00244,10,0.109,-7.302,0,0.0384,137.948,4,0.919,1,Atomic Man,Portugal. The Man
0.04,0.688,212146,0.847,2.81e-06,10,0.598,-3.238,0,0.0508,93.979,4,0.453,1,Genghis Khan,Miike Snow
0.0434,0.595,234453,0.912,0.0,10,0.259,-3.428,0,0.0884,128.024,4,0.762,1,Hey Baby (Drop It to the Floor) (feat. T-Pain),"Pitbull,T-Pain"
0.0076,0.824,169153,0.862,0.000132,2,0.303,-3.424,1,0.126,122.98,4,0.801,1,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton,Nightcrawlers,Mufasa & Hypeman,Dopamine"
0.0133,0.95,184634,0.693,0.0,9,0.173,-3.424,1,0.0898,130.02,4,0.891,1,Thot Shit,Megan Thee Stallion
0.00544,0.76,263773,0.595,0.0,1,0.241,-6.366,1,0.0391,131.497,4,0.361,1,No Hands (feat. Roscoe Dash & Wale),"Waka Flocka Flame,Roscoe Dash,Wale"
0.0012,0.895,138541,0.469,4.56e-05,1,0.192,-5.882,1,0.0661,126.917,4,0.076,1,Twerkulator,City Girls
0.00684,0.85,237600,0.631,0.000406,1,0.0679,-8.401,1,0.227,126.002,4,0.738,1,Hotel Room Service,Pitbull
0.179,0.597,257560,0.517,0.0,0,0.307,-6.963,1,0.365,92.035,4,0.412,1,Imma Be,Black Eyed Peas
0.284,0.778,218093,0.824,0.0,10,0.405,-5.892,0,0.0707,100.024,4,0.758,1,Hips Don't Lie (feat. Wyclef Jean),"Shakira,Wyclef Jean"
0.0272,0.934,187541,0.443,0.0,1,0.0889,-7.541,1,0.41,133.026,4,0.359,1,WAP (feat. Megan Thee Stallion),"Cardi B,Megan Thee Stallion"
0.00685,0.744,383546,0.614,0.334,1,0.0708,-3.908,0,0.0838,131.994,4,0.774,1,Heads Will Roll - A-Trak Remix,"Yeah Yeah Yeahs,A-Trak"
0.02,0.749,292613,0.491,0.00899,10,0.159,-9.655,1,0.0403,119.528,4,0.536,1,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA
0.00266,0.712,231624,0.922,1.9e-06,6,0.268,-3.902,0,0.0411,125.984,4,0.976,1,Mmm Yeah (feat. Pitbull),"Austin Mahone,Pitbull"
0.0569,0.808,242293,0.97,6.13e-05,10,0.154,-6.098,0,0.0506,114.328,4,0.868,1,Promiscuous,"Nelly Furtado,Timbaland"
0.106,0.951,218573,0.6,0.0,0,0.0712,-4.675,0,0.0685,125.04,4,0.822,1,Temperature,Sean Paul
0.00649,0.533,159573,0.886,7.75e-06,1,0.363,-4.812,1,0.0732,123.834,4,0.88,1,Rude Boy,AZ2A
0.0816,0.809,194346,0.562,0.000418,11,0.105,-7.694,0,0.0534,130.003,4,0.798,1,Sexy Chick (feat. Akon),"David Guetta,Akon"
0.0135,0.794,195873,0.766,0.0,9,0.0785,-3.894,0,0.0377,127.007,4,0.55,1,The Spins,Mac Miller
0.0192,0.839,239986,0.804,0.0,1,0.331,-2.513,1,0.0329,122.973,4,0.888,1,Fire Burning,Sean Kingston
0.042,0.686,112493,0.541,0.0,0,0.0675,-4.993,0,0.0493,120.082,4,0.724,1,CITY OF ANGELS,24kGoldn
0.00536,0.749,216013,0.865,0.0,3,0.198,-5.228,1,0.0413,111.914,4,0.371,1,Man Of The Year,ScHoolboy Q
0.07,0.869,151146,0.59,0.0,11,0.236,-8.214,1,0.257,107.934,4,0.479,1,Daddy (feat. Rich The Kid),"Blueface,Rich The Kid"
0.405,0.573,312026,0.495,0.0,8,0.0969,-7.245,0,0.592,179.196,3,0.255,1,Only,"Nicki Minaj,Drake,Lil Wayne,Chris Brown"
0.0105,0.769,243600,0.684,0.000125,1,0.0887,-5.019,1,0.0411,127.972,4,0.835,1,S&M,Rihanna
0.0167,0.938,158332,0.638,0.0,8,0.111,-4.713,1,0.189,97.075,4,0.313,1,Act Up,City Girls
0.0928,0.918,231400,0.609,0.0,10,0.139,-5.64,0,0.0791,128.008,4,0.304,1,Low (feat. T-Pain),"Flo Rida,T-Pain"
0.015,0.692,190453,0.911,7.71e-05,9,0.112,-5.098,0,0.177,138.975,4,0.8,1,See You Again,Miley Cyrus
0.109,0.789,236600,0.881,0.0,11,0.355,-5.758,1,0.0331,133.299,4,0.647,1,Stay Fly,Three 6 Mafia
0.0697,0.733,226580,0.676,0.0,10,0.208,-5.655,0,0.0432,97.448,4,0.701,1,Post to Be (feat. Chris Brown & Jhene Aiko),"Omarion,Chris Brown,Jhené Aiko"
0.513,0.797,206266,0.55,0.0,9,0.0786,-4.166,1,0.24,134.206,4,0.543,1,Ball For Me (feat. Nicki Minaj),"Post Malone,Nicki Minaj"
0.0459,0.616,252040,0.91,0.0,0,0.343,-3.004,1,0.0386,144.072,4,0.693,1,Rockstar,Nickelback
0.11,0.794,156497,0.756,0.0,5,0.247,-7.16,0,0.136,123.066,4,0.775,1,Tyler Herro,Jack Harlow
0.125,0.86,207911,0.719,0.0,11,0.0799,-4.325,0,0.33,160.049,4,0.496,1,Jordan Belfort,"Wes Walker,Dyl"
0.0221,0.49,201600,0.618,3.77e-06,1,0.259,-5.655,1,0.104,99.7,4,0.286,1,The Woo (feat. 50 Cent & Roddy Ricch),"Pop Smoke,50 Cent,Roddy Ricch"
0.00281,0.633,197124,0.976,1.29e-05,8,0.382,-5.362,1,0.0519,142.027,4,0.493,1,Everytime We Touch,Cascada
0.119,0.637,176786,0.724,0.0,6,0.299,-5.151,0,0.0403,80.982,4,0.414,1,Hypnotic,Zella Day
0.0823,0.903,139678,0.662,0.0,1,0.19,-4.242,1,0.286,101.975,4,0.684,1,Bestie (feat. Megan Thee Stallion),"Bhad Bhabie,Megan Thee Stallion"
0.113,0.808,166400,0.617,0.0,10,0.734,-9.32,0,0.442,149.962,4,0.632,1,Nuketown (feat. Juice WRLD),"Ski Mask The Slump God,Juice WRLD"
0.0381,0.742,258475,0.579,0.0,0,0.0952,-5.024,1,0.202,144.994,4,0.502,1,Wasted (feat. Lil Uzi Vert),"Juice WRLD,Lil Uzi Vert"
0.239,0.769,96000,0.828,0.0,1,0.0687,-4.183,1,0.354,154.684,4,0.683,1,Swerve,Sad Frosty
0.0746,0.798,108160,0.649,1.34e-05,9,0.517,-6.546,1,0.306,142.006,4,0.566,1,Get Back,Pop Smoke
0.168,0.88,283066,0.814,0.00672,11,0.0584,-6.307,0,0.14,138.083,4,0.942,1,Big Pimpin',"JAY-Z,UGK"
0.0719,0.722,158869,0.631,0.00406,3,0.174,-7.696,0,0.274,177.996,4,0.599,1,Trick,Saweetie
0.187,0.689,212946,0.564,0.0,2,0.0721,-6.226,1,0.136,185.023,4,0.123,1,Come Get Her,Rae Sremmurd
0.0205,0.844,242013,0.601,0.0,1,0.385,-5.283,1,0.157,73.989,4,0.331,1,Bottoms Up (feat. Nicki Minaj),"Trey Songz,Nicki Minaj"
0.00437,0.949,246053,0.79,0.0,8,0.0816,-5.957,1,0.0756,117.002,4,0.807,1,Dangerous,"Kardinal Offishall,Akon"
0.0373,0.929,203200,0.339,1.96e-05,1,0.187,-10.881,1,0.371,98.986,4,0.273,1,Rack City,Tyga
0.0253,0.614,209106,0.574,3.2e-05,11,0.38,-7.961,1,0.466,125.173,5,0.755,1,Candy Shop,"50 Cent,Olivia"
0.0183,0.894,250373,0.791,0.0,2,0.0388,-4.699,1,0.112,105.018,4,0.583,1,Yeah! (feat. Lil Jon & Ludacris),"USHER,Lil Jon,Ludacris"
0.0244,0.746,222093,0.873,0.0,7,0.354,-3.803,1,0.128,148.075,4,0.817,1,Trap Queen,Fetty Wap
0.212,0.548,216386,0.805,0.000389,7,0.408,-5.732,1,0.351,142.094,4,0.648,1,Dior,Pop Smoke
0.00223,0.699,179640,0.76,0.0,5,0.132,-3.173,1,0.0677,129.996,4,0.696,1,I Kissed A Girl,Katy Perry
0.0305,0.8,245706,0.742,7.98e-05,1,0.192,-6.21,1,0.0968,128.078,4,0.401,1,Roman Holiday,Nicki Minaj
0.377,0.652,272453,0.836,0.0,2,0.138,-7.179,0,0.153,123.946,4,0.162,1,Hell Of A Night,ScHoolboy Q
0.0889,0.83,223074,0.5,0.000349,1,0.277,-6.597,1,0.0725,140.009,4,0.0491,1,Addicted to My Ex,M City JR
0.0528,0.557,181573,0.586,7.33e-06,10,0.339,-4.57,1,0.0382,96.091,4,0.0681,1,Waves,Kanye West
0.0534,0.497,258120,0.433,0.0,6,0.0545,-7.126,0,0.235,78.479,4,0.447,1,Liquor Locker,VIC MENSA
0.219,0.7,235186,0.554,1.36e-06,1,0.419,-5.909,1,0.187,97.127,4,0.0633,1,Beware,"Big Sean,Lil Wayne,Jhené Aiko"
0.0306,0.664,210093,0.872,0.0,3,0.228,-3.117,1,0.0396,129.873,4,0.555,1,Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta,Flo Rida,Nicki Minaj"
0.135,0.594,181144,0.676,0.0,2,0.163,-5.808,1,0.344,143.477,4,0.472,1,GATTI,"JACKBOYS,Pop Smoke,Travis Scott"
0.00883,0.702,203064,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,0.915,1,Levitating (feat. DaBaby),"Dua Lipa,DaBaby"
0.0185,0.758,193386,0.712,0.0,7,0.0677,-3.781,1,0.112,149.998,4,0.795,1,Kiss Me Thru The Phone,"Soulja Boy,Sammie"
0.132,0.919,220240,0.506,0.0,1,0.0771,-7.14,1,0.304,97.465,4,0.273,1,HeadBand (feat. 2 Chainz),"B.o.B,2 Chainz"
0.15,0.762,225373,0.661,0.0,1,0.256,-6.075,0,0.0687,130.009,4,0.769,1,Beautiful Girls,Sean Kingston
0.0144,0.584,236883,0.859,0.0,8,0.847,-5.616,1,0.121,77.005,4,0.369,1,Miss The Rage (feat. Playboi Carti),"Trippie Redd,Playboi Carti"
0.0594,0.506,192946,0.745,0.0,8,0.341,-6.044,1,0.331,161.808,4,0.311,1,Bonfire,Childish Gambino
0.066,0.877,226533,0.558,0.0,1,0.0745,-4.896,1,0.342,157.027,4,0.493,1,Womp Womp,"Valee,Jeremih"
0.00276,0.865,61826,0.798,0.71,11,0.367,-6.607,0,0.367,125.005,5,0.106,1,TAPP,3OH!3
0.337,0.706,205093,0.485,0.0,8,0.122,-9.671,1,0.331,115.414,4,0.144,1,Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator,A$AP Rocky"
0.0399,0.744,192506,0.726,0.0,1,0.374,-4.675,1,0.0463,121.985,4,0.687,1,Body On My,"Loud Luxury,Pitbull,Nicky Jam,Brando"
0.191,0.671,252306,0.939,0.0,8,0.298,-3.206,1,0.161,129.024,4,0.53,1,Give Me Everything (feat. Nayer),"Pitbull,AFROJACK,Ne-Yo,Nayer"
0.0124,0.67,227280,0.855,0.0,0,0.335,-3.035,0,0.0499,120.05,4,0.648,1,International Love (feat. Chris Brown),"Pitbull,Chris Brown"
0.0112,0.644,222053,0.725,0.0,11,0.146,-4.618,1,0.0701,77.977,4,0.584,1,Cyclone (feat. T-Pain) - Main,"Baby Bash,T-Pain"
0.102,0.965,199266,0.692,3.06e-06,1,0.0875,-4.08,1,0.22,123.999,4,0.422,1,Perfect (feat. City Girls),"Cousin Stizz,City Girls"
0.231,0.647,193838,0.667,0.0,5,0.133,-5.563,1,0.304,172.08,4,0.704,1,Mr. Right Now (feat. Drake),"21 Savage,Metro Boomin,Drake"
0.1,0.794,165373,0.871,0.0,11,0.384,-6.797,0,0.0632,89.997,4,0.729,1,Freak Hoe,Speaker Knockerz
0.321,0.939,212360,0.742,0.0,5,0.107,-5.171,0,0.0467,118.978,4,0.924,1,Smack That,"Akon,Eminem"
0.121,0.735,220520,0.699,2.82e-05,0,0.0809,-4.435,0,0.084,129.944,4,0.603,1,Take over Control (feat. Eva Simons),"AFROJACK,Eva Simons"
0.00167,0.762,165000,0.904,0.841,5,0.436,-4.064,1,0.0862,127.962,4,0.518,1,Bring It Back (feat. Max Styler),"Deorro,MAKJ,Max Styler"
0.0897,0.713,241933,0.826,0.0,8,0.421,-4.075,1,0.243,86.444,4,0.664,1,I Love College,Asher Roth
0.022,0.91,276333,0.444,0.0,1,0.137,-8.126,0,0.344,149.953,4,0.53,1,Rake It Up (feat. Nicki Minaj),"Yo Gotti,Nicki Minaj"
0.00243,0.791,259072,0.634,5.43e-05,1,0.0812,-7.684,0,0.0639,152.961,4,0.323,1,Down In the DM (feat. Nicki Minaj) - Remix,"Yo Gotti,Nicki Minaj"
0.0288,0.699,211975,0.883,0.0,5,0.817,-3.226,0,0.219,127.961,4,0.499,1,Five More Hours,"Deorro,Chris Brown"
0.268,0.738,180897,0.629,0.00114,6,0.163,-4.882,0,0.0495,146.067,4,0.319,1,Mo Bamba,Sheck Wes
0.0301,0.521,334066,0.625,0.0,1,0.121,-7.47,1,0.067,101.019,4,0.136,1,Get Low,"Lil Jon & The East Side Boyz,Ying Yang Twins"
0.114,0.775,323253,0.655,0.00016,5,0.035,-7.333,1,0.102,114.503,4,0.346,1,Doses & Mimosas,Cherub
0.0151,0.693,228267,0.678,5.71e-06,8,0.101,-7.159,1,0.0324,103.952,4,0.404,1,Higher Love,"Kygo,Whitney Houston"
0.38,0.675,294213,0.734,0.895,7,0.141,-8.659,1,0.0265,101.998,4,0.533,1,Mr. Rager,Kid Cudi
0.345,0.832,132832,0.534,0.0,1,0.165,-7.813,0,0.253,93.924,4,0.116,1,Martin & Gina,Polo G
0.0506,0.729,250666,0.658,0.0,10,0.0693,-3.386,0,0.225,140.043,3,0.551,1,Kiss Kiss (feat. T-Pain),"Chris Brown,T-Pain"
0.11,0.783,247426,0.916,0.0,1,0.0746,-3.344,1,0.415,95.321,4,0.695,1,Lean Back,"Terror Squad,Fat Joe,Remy Ma"
0.000683,0.607,231173,0.783,0.0,7,0.0678,-4.41,1,0.0397,113.172,4,0.434,1,Let It Rock,"Kevin Rudolf,Lil Wayne"
0.00541,0.619,253400,0.709,0.0,7,0.507,-4.633,1,0.0395,144.972,4,0.68,1,Party Like A Rock Star,SHOP BOYZ
0.291,0.81,246573,0.755,0.0,0,0.0857,-6.408,1,0.199,130.991,4,0.625,1,Glamorous,"Fergie,Ludacris"
0.015,0.567,210040,0.677,4.43e-05,11,0.134,-3.904,0,0.0348,126.958,4,0.441,1,We Got U,"Lemaitre,The Knocks"
0.0795,0.723,139999,0.892,7.46e-05,7,0.279,-7.172,1,0.11,120.02,4,0.501,1,Hello Stranger,"Abhi The Nomad,Foster Cazz"
0.938,0.29,222820,0.308,0.0294,5,0.106,-11.074,1,0.0442,84.88,1,0.205,1,monsoon,Hippo Campus
0.871,0.332,183333,0.311,0.0,9,0.136,-9.568,1,0.0302,90.242,4,0.442,1,Happy Accidents,Saint Motel
0.0392,0.67,192040,0.843,0.0,1,0.225,-4.311,1,0.0454,117.01,4,0.713,1,Sweet Talk,Saint Motel
0.462,0.697,173630,0.877,0.00943,3,0.083,-4.465,1,0.0462,101.99,4,0.802,1,Left Hand Free,alt-J
0.27,0.886,200205,0.473,2.58e-05,7,0.0864,-7.338,0,0.255,135.065,4,0.438,1,I Do (feat. SZA),"Cardi B,SZA"
0.617,0.703,221746,0.757,0.0,1,0.106,-3.612,1,0.05,82.008,4,0.696,1,The Way Life Goes (feat. Oh Wonder),"Lil Uzi Vert,Oh Wonder"
0.011,0.487,214320,0.876,0.0,0,0.401,-3.152,1,0.0946,164.997,4,0.725,1,Here's to Never Growing Up,Avril Lavigne
0.066,0.595,229666,0.749,4.24e-05,4,0.0798,-5.992,1,0.0541,80.033,4,0.636,1,The Way It Was,Coast Modern
0.135,0.692,181506,0.855,0.0,8,0.185,-4.704,1,0.0344,119.966,4,0.636,1,Getaway,Saint Motel
0.261,0.712,249520,0.563,2.61e-05,7,0.137,-7.435,0,0.0712,140.048,4,0.502,1,Loud(y),Lewis Del Mar
0.00435,0.405,195372,0.967,0.239,10,0.341,-3.975,0,0.0427,169.933,4,0.957,1,Who Are You?,Spring King
0.214,0.893,204716,0.715,0.0116,6,0.0717,-6.284,0,0.125,125.047,4,0.0465,1,F.E.E.L.,Lucky Luke
0.0113,0.407,214733,0.925,0.0025,11,0.192,-4.155,0,0.0747,151.993,4,0.119,1,Frontlines,"Zeds Dead,NGHTMRE,GG Magree"
0.108,0.45,284444,0.756,0.0205,1,0.0762,-6.307,0,0.0389,135.102,4,0.268,1,Collapse (feat. Memorecks),"Zeds Dead,Memorecks"
0.034,0.47,350690,0.706,1.31e-06,0,0.0726,-4.902,0,0.0322,88.519,4,0.327,1,Sad Machine,Porter Robinson
0.00652,0.613,230773,0.661,0.0,9,0.0976,-4.984,1,0.0263,110.978,4,0.509,1,Cold Cold Man,Saint Motel
0.0641,0.595,204811,0.896,5.82e-05,10,0.0748,-2.951,1,0.047,118.001,4,0.567,1,My Type,Saint Motel
0.0586,0.593,233986,0.833,2.48e-06,11,0.0866,-3.197,0,0.0573,80.015,4,0.45,1,Long Way Down,Robert DeLong
0.232,0.76,204466,0.701,0.00295,3,0.07,-6.393,1,0.042,140.023,4,0.81,1,Guru,Coast Modern
0.0351,0.601,249746,0.859,0.331,4,0.144,-6.311,0,0.0397,101.003,4,0.431,1,Purple Yellow Red and Blue,Portugal. The Man
0.127,0.61,176920,0.914,0.258,11,0.34,-4.158,0,0.0397,168.071,4,0.74,1,Gamma Ray,Beck
0.238,0.787,208653,0.655,0.000171,6,0.138,-8.339,0,0.0431,102.485,4,0.65,1,Upside Down,Jack Johnson
0.096,0.615,227080,0.658,0.000911,5,0.205,-7.299,1,0.0343,150.093,4,0.293,1,Breezeblocks,alt-J
0.714,0.682,217320,0.581,0.323,7,0.0802,-10.339,1,0.0295,108.98,4,0.539,1,Something Good,alt-J
0.0986,0.557,239013,0.605,0.0394,2,0.0859,-8.194,1,0.0376,107.951,4,0.121,1,Dissolve Me,alt-J
0.779,0.359,314986,0.48,0.00328,5,0.0784,-10.634,1,0.0349,171.75,4,0.283,1,Taro,alt-J
0.142,0.584,219400,0.594,0.00117,9,0.105,-6.935,1,0.0487,143.935,4,0.36,1,Fitzpleasure,alt-J
0.949,0.619,209270,0.0488,0.000523,2,0.131,-18.962,1,0.061,114.685,4,0.101,1,Pusher,alt-J
0.149,0.581,235106,0.744,1.68e-05,11,0.0969,-6.561,1,0.0538,158.05,4,0.813,1,I Want to Know,KONGOS
0.279,0.532,215011,0.462,0.196,10,0.101,-10.71,1,0.03,80.001,4,0.485,1,Mad Sounds,Arctic Monkeys
0.00204,0.852,261399,0.803,0.0,6,0.121,-6.929,0,0.264,96.2,4,0.752,1,Express Yourself - Remix,N.W.A.
0.00435,0.792,159560,0.688,0.00477,0,0.0972,-4.008,1,0.0386,124.987,4,0.502,1,Intoxicated - Radio Edit,"Martin Solveig,Good Times Ahead"
0.0918,0.689,252306,0.617,2.08e-05,4,0.0816,-5.196,1,0.029,121.062,4,0.682,1,Brazil,Declan McKenna
0.00255,0.495,240798,0.778,0.0487,0,0.402,-5.21,1,0.0292,96.023,4,0.143,1,Quartz,TV On The Radio
0.0178,0.658,274411,0.688,0.000183,7,0.256,-3.709,1,0.0263,123.058,4,0.214,1,Trouble,TV On The Radio
0.195,0.321,227426,0.322,1.21e-06,11,0.107,-10.07,0,0.0481,79.879,4,0.19,1,Friends with Enemies,Atlas Genius
0.459,0.539,204400,0.446,0.0,5,0.133,-7.691,1,0.0263,96.984,4,0.226,1,Levitate,Atlas Genius
0.0054,0.568,191640,0.746,0.0,7,0.162,-5.437,1,0.0462,125.04,4,0.409,1,Stockholm,Atlas Genius
0.00108,0.468,188466,0.829,0.0,9,0.0679,-5.42,0,0.0808,182.984,4,0.35,1,A Perfect End,Atlas Genius
0.00301,0.566,199175,0.83,0.357,11,0.35,-6.344,0,0.0289,129.829,4,0.712,1,Ung og Blank,Hvitmalt gjerde
0.182,0.685,242346,0.645,0.00532,0,0.138,-6.73,1,0.0256,119.936,4,0.461,1,Blue Moon,Beck
0.00073,0.589,314320,0.956,0.051,1,0.139,-3.587,0,0.0406,113.996,4,0.751,1,Dreams,Beck
0.00133,0.624,202360,0.959,0.171,11,0.101,-6.253,0,0.0769,95.794,4,0.69,1,E-Pro,Beck
0.0337,0.654,235000,0.611,0.000178,2,0.405,-10.45,1,0.119,85.387,4,0.786,1,Loser,Beck
0.26,0.611,227360,0.577,0.000807,0,0.467,-8.728,1,0.0297,119.877,4,0.214,1,Lost Cause,Beck
0.595,0.54,189173,0.301,0.000107,7,0.106,-8.902,1,0.0265,108.554,4,0.255,1,Don't Let It Go,Beck
0.808,0.0751,220280,0.337,0.00626,11,0.107,-7.818,1,0.0339,79.093,3,0.0322,1,Wave,Beck
0.205,0.466,372386,0.873,0.00664,1,0.667,-6.884,0,0.22,124.93,4,0.688,1,Deadweight,Beck
0.0495,0.664,200306,0.815,0.000185,7,0.133,-6.958,1,0.0567,81.575,4,0.8,1,Tropicalia,Beck
0.00233,0.633,173906,0.945,0.00562,1,0.0871,-4.529,1,0.0337,114.862,4,0.95,1,Nausea,Beck
0.442,0.55,319786,0.377,0.0955,4,0.126,-9.933,1,0.0254,113.608,4,0.261,1,Morning,Beck
0.717,0.521,142226,0.473,0.0,7,0.0715,-5.353,1,0.0275,97.09,4,0.46,1,We're Going To Be Friends,The White Stripes
0.00576,0.75,231800,0.462,0.545,0,0.307,-7.664,1,0.0779,123.865,4,0.309,1,Seven Nation Army,The White Stripes
0.0825,0.482,157560,0.654,1.15e-05,10,0.27,-8.4,0,0.316,151.269,4,0.655,1,Blue Orchid,The White Stripes
0.00846,0.693,212266,0.539,0.377,7,0.0953,-8.366,1,0.0796,128.414,4,0.535,1,The Hardest Button To Button,The White Stripes
0.29,0.216,266893,0.554,0.0001,9,0.116,-7.606,1,0.0315,166.581,4,0.113,1,Little One,Beck
0.00668,0.362,266365,0.599,0.0129,7,0.101,-8.333,0,0.0297,110.779,4,0.409,1,Head Above The Water,Palace
0.00341,0.427,220987,0.903,0.744,11,0.112,-4.935,0,0.0378,138.545,4,0.166,1,Roses,Deon Custom
0.109,0.718,226533,0.703,0.822,7,0.208,-7.162,0,0.0382,87.975,4,0.858,1,Loud Pipes,Ratatat
0.348,0.457,269693,0.455,0.00122,0,0.142,-8.112,1,0.188,100.049,4,0.163,1,Coffee,Sylvan Esso
0.00131,0.528,266053,0.86,0.25,11,0.251,-8.033,0,0.0397,123.12,4,0.49,1,Wide Eyes,Local Natives
0.0417,0.679,158133,0.77,0.0527,5,0.124,-7.673,1,0.111,184.047,4,0.843,1,Swing Tree,Discovery
0.534,0.588,237933,0.529,0.0683,2,0.126,-7.838,1,0.0242,95.971,4,0.591,1,Airplanes,Local Natives
0.0356,0.483,229893,0.804,1.6e-06,8,0.0736,-3.452,1,0.0501,73.048,4,0.811,1,Rill Rill,Sleigh Bells
0.245,0.87,198440,0.699,6.76e-06,5,0.0588,-5.541,0,0.0459,126.967,4,0.726,1,Walking On A Dream,Empire Of The Sun
